id,name,ascii_name,lat,lon,country,population
64,Chittagong,Chittagong,22.330000,91.800000,BD,4529000
65,Dongguan,Dongguan,23.048900,113.744700,CN,4528000
66,Riyadh,Riyadh,24.640800,46.772700,SA,4465000
67,Hanoi,Hanoi,21.033300,105.850000,VN,4378000
68,Guadalajara,Guadalajara,20.670000,-103.330000,MX,4198000
69,Melbourne,Melbourne,-37.820000,144.975000,AU,4170000
70,Alexandria,Alexandria,31.200000,29.950000,EG,4165000
71,Chengdu,Chengdu,30.670000,104.070000,CN,4123000
72,Rangoon,Rangoon,16.783400,96.166700,MM,4088000
73,Phoenix,Phoenix,33.572200,-112.089100,US,4081849
74,Xi’an,Xi'an,34.275000,108.895000,CN,4009000
75,Porto Alegre,Porto Alegre,-30.050000,-51.200000,BR,3917000
76,Sūrat,Surat,21.200000,72.840000,IN,3842000
77,Hechi,Hechi,23.096500,109.609100,CN,3830000
78,Abidjan,Abidjan,5.320000,-4.040000,CI,3802000
79,Brasília,Brasilia,-15.783300,-47.916100,BR,3716996
80,Ankara,Ankara,39.927200,32.864400,TR,3716000
81,Monterrey,Monterrey,25.670000,-100.330000,MX,3712000
82,Yokohama,Yokohama,35.320000,139.580000,JP,3697894
83,Nanjing,Nanjing,32.050000,118.780000,CN,3679000
84,Montréal,Montreal,45.500000,-73.583300,CA,3678000
85,Guiyang,Guiyang,26.580000,106.720000,CN,3662000
86,Recife,Recife,-8.075600,-34.915600,BR,3651000
87,Seattle,Seattle,47.621100,-122.324400,US,3643765
88,Harbin,Harbin,45.750000,126.650000,CN,3621000
89,San Francisco,San Francisco,37.756200,-122.443000,US,3603761
90,Fortaleza,Fortaleza,-3.750000,-38.580000,BR,3602319
91,Zhangzhou,Zhangzhou,24.520400,117.670000,CN,3531147
92,Detroit,Detroit,42.383400,-83.102400,US,3522206
93,Salvador,Salvador,-12.970000,-38.480000,BR,3484000
94,Busan,Busan,35.095100,129.010000,KR,3480000
95,Johannesburg,Johannesburg,-26.170000,28.030000,ZA,3435000
96,Berlin,Berlin,52.521800,13.401500,DE,3406000
97,Algiers,Algiers,36.763100,3.050600,DZ,3354000
98,Rome,Rome,41.896000,12.483300,IT,3339000
99,Pyongyang,Pyongyang,39.019400,125.754700,KP,3300000
100,Medellín,Medellin,6.275000,-75.575000,CO,3297000
101,Kabul,Kabul,34.516700,69.183300,AF,3277000
102,Athens,Athens,37.983300,23.733300,GR,3242000
103,Nagoya,Nagoya,35.155000,136.915000,JP,3230000
104,Cape Town,Cape Town,-33.920000,18.435000,ZA,3215000
105,San Diego,San Diego,32.831200,-117.122500,US,3210314
106,Changchun,Changchun,43.865000,125.340000,CN,3183000
107,Casablanca,Casablanca,33.600000,-7.616400,MA,3181000
108,Dalian,Dalian,38.922800,121.629800,CN,3167000
109,Cawnpore,Cawnpore,26.460000,80.320000,IN,3162000
110,Kano,Kano,12.000000,8.520000,NG,3140000
111,Tel Aviv-Yafo,Tel Aviv-Yafo,32.080000,34.770000,IL,3112000
112,Addis Ababa,Addis Ababa,9.033300,38.700000,ET,3100000
113,Curitiba,Curitiba,-25.420000,-49.320000,BR,3084000
114,Zibo,Zibo,36.800000,118.050000,CN,3061000
115,Jeddah,Jeddah,21.516900,39.219200,SA,3012000
116,Nairobi,Nairobi,-1.283300,36.816700,KE,3010000
117,Hangzhou,Hangzhou,30.250000,120.170000,CN,3007000
118,Benoni,Benoni,-26.149600,28.329900,ZA,2986000
119,Caracas,Caracas,10.501000,-66.917000,VE,2985000
120,Milan,Milan,45.470000,9.205000,IT,2945000
121,Stuttgart,Stuttgart,48.780000,9.200000,DE,2944700
122,Kunming,Kunming,25.070000,102.680000,CN,2931000
123,Dar es Salaam,Dar es Salaam,-6.800000,39.268300,TZ,2930000
124,Minneapolis,Minneapolis,44.963500,-93.267800,US,2926757
125,Jaipur,Jaipur,26.921100,75.810000,IN,2917000
126,Taiyuan,Taiyuan,37.875000,112.545100,CN,2913000
127,Frankfurt,Frankfurt,50.100000,8.675000,DE,2895000
128,Qingdao,Qingdao,36.090000,120.330000,CN,2866000
129,Surabaya,Surabaya,-7.249200,112.750800,ID,2845000
130,Lisbon,Lisbon,38.722700,-9.144900,PT,2812000
131,Tampa,Tampa,27.994200,-82.445100,US,2804240
132,Jinan,Jinan,36.675000,116.995000,CN,2798000
133,Fukuoka,Fukuoka,33.595000,130.410000,JP,2792000
134,Campinas,Campinas,-22.900000,-47.100000,BR,2791000
135,Denver,Denver,39.762100,-104.875900,US,2787266
136,Kaohsiung,Kaohsiung,22.633300,120.266600,TW,2769072
137,Quezon City,Quezon City,14.650400,121.030000,PH,2761720
138,Katowice,Katowice,50.260400,19.020000,PL,2746000
139,Aleppo,Aleppo,36.230000,37.170000,SY,2738000
140,Durban,Durban,-29.865000,30.980000,ZA,2729000
141,Kyiv,Kyiv,50.433400,30.516600,UA,2709000
142,Lucknow,Lucknow,26.855000,80.915000,IN,2695000
143,Giza,Giza,30.010000,31.190000,EG,2681863
144,Zhengzhou,Zhengzhou,34.755000,113.665100,CN,2636000
145,Taichung,Taichung,24.152100,120.681700,TW,2629323
146,Brooklyn,Brooklyn,40.650100,-73.949600,US,2629150
147,Ibadan,Ibadan,7.380000,3.930000,NG,2628000
148,Faisalabad,Faisalabad,31.410000,73.110000,PK,2617000
149,Fuzhou,Fuzhou,26.080000,119.300000,CN,2606000
150,Changsha,Changsha,28.200000,112.970000,CN,2604000
151,Dakar,Dakar,14.715800,-17.473100,SN,2604000
152,İzmir,Izmir,38.436100,27.151800,TR,2587000
153,Xiangtan,Xiangtan,27.850400,112.900000,CN,2586948
154,Lanzhou,Lanzhou,36.056000,103.792000,CN,2561000
155,Incheon,Incheon,37.476100,126.642200,KR,2550000
156,Sapporo,Sapporo,43.075000,141.340000,JP,2544000
157,Xiamen,Xiamen,24.450000,118.080000,CN,2519000
158,Guayaquil,Guayaquil,-2.220000,-79.920000,EC,2514000
159,George Town,George Town,5.413600,100.329400,MY,2500000
160,Mashhad,Mashhad,36.270000,59.570000,IR,2469000
161,Damascus,Damascus,33.500000,36.300000,SY,2466000
162,Daegu,Daegu,35.866800,128.607000,KR,2460000
163,Nāgpur,Nagpur,21.170000,79.090000,IN,2454000
164,Lianshan,Lianshan,40.750300,120.830000,CN,2426000
165,Shijiazhuang,Shijiazhuang,38.050000,114.480000,CN,2417000
166,Tunis,Tunis,36.802800,10.179700,TN,2412500
167,Vienna,Vienna,48.200000,16.366600,AT,2400000
168,Jilin,Jilin,43.850000,126.550000,CN,2396000
169,Omdurman,Omdurman,15.616700,32.480000,SD,2395159
170,Bandung,Bandung,-6.950000,107.570000,ID,2394000
171,Bekasi,Bekasi,-6.217300,106.972300,ID,2378211
172,Mannheim,Mannheim,49.500400,8.470000,DE,2362000
173,Nanchang,Nanchang,28.680000,115.880000,CN,2350000
174,Wenzhou,Wenzhou,28.020000,120.650100,CN,2350000
175,Queens,Queens,40.749800,-73.797600,US,2333054
176,Vancouver,Vancouver,49.273400,-123.121600,CA,2313328
177,Birmingham,Birmingham,52.475000,-1.920000,GB,2285000
178,Cali,Cali,3.400000,-76.500000,CO,2254000
179,Naples,Naples,40.840000,14.245000,IT,2250000
180,Sendai,Sendai,38.287100,141.021700,JP,2250000
181,Manchester,Manchester,53.500400,-2.248000,GB,2230000
182,Puebla,Puebla,19.050000,-98.200000,MX,2195000
183,Tripoli,Tripoli,32.892500,13.180000,LY,2189000
184,Tashkent,Tashkent,41.311700,69.294900,UZ,2184000
185,Havana,Havana,23.132000,-82.364200,CU,2174000
186,Gaoping,Gaoping,30.780400,106.130000,CN,2174000
187,Baltimore,Baltimore,39.305100,-76.614400,US,2170504
188,Nanning,Nanning,22.820000,108.320000,CN,2167000
189,Belém,Belem,-1.450000,-48.480000,BR,2167000
190,Patna,Patna,25.625000,85.130000,IN,2158000
191,Santo Domingo,Santo Domingo,18.470100,-69.900100,DO,2154000
192,Ürümqi,Urumqi,43.805000,87.575000,CN,2151000
193,Zaozhuang,Zaozhuang,34.880000,117.570000,CN,2145000
194,Baku,Baku,40.395300,49.862200,AZ,2122300
195,Accra,Accra,5.550000,-0.216700,GH,2121000
196,Yantai,Yantai,37.530400,121.400000,CN,2116000
197,Medan,Medan,3.580000,98.650000,ID,2115000
198,Santa Cruz,Santa Cruz,-17.753900,-63.226000,BO,2102998
199,Tongshan,Tongshan,34.280000,117.180000,CN,2091000
200,Riverside,Riverside,33.938100,-117.394800,US,2084749
201,Linyi,Linyi,35.080000,118.330000,CN,2082000
202,St. Louis,St. Louis,38.635800,-90.245100,US,2078283
203,Las Vegas,Las Vegas,36.233300,-115.265400,US,2073045
204,Maracaibo,Maracaibo,10.730000,-71.660000,VE,2072000
205,Kuwait City,Kuwait City,29.369700,47.978300,KW,2063000
206,Ad Dammām,Ad Dammam,26.428200,50.099700,SA,2054710
207,Portland,Portland,45.537100,-122.650000,US,2052796
208,Haikou,Haikou,20.050000,110.320000,CN,2046189
209,Hiroshima,Hiroshima,34.387800,132.442900,JP,2045000
210,Baotou,Baotou,40.652200,109.822000,CN,2036000
211,Hefei,Hefei,31.850000,117.280000,CN,2035000
212,Indore,Indore,22.715100,75.865000,IN,2026000
213,Goiânia,Goiania,-16.720000,-49.300000,BR,2022000
214,Sanaa,Sanaa,15.354700,44.206600,YE,2008000
215,San Antonio,San Antonio,29.465800,-98.525400,US,2002530
216,Port-au-Prince,Port-au-Prince,18.541000,-72.336000,HT,1998000
217,Haiphong,Haiphong,20.830000,106.680100,VN,1969000
218,Suzhou,Suzhou,33.636100,116.978900,CN,1964000
219,Nanyang,Nanyang,33.000400,112.530000,CN,1944000
220,Bucharest,Bucharest,44.433400,26.099900,RO,1942000
221,Ningbo,Ningbo,29.880000,121.550000,CN,1923000
222,Douala,Douala,4.060400,9.710000,CM,1906000
223,Tangshan,Tangshan,39.624300,118.194400,CN,1879000
224,Tainan,Tainan,23.000000,120.200000,TW,1876312
225,Xiping,Xiping,40.080000,113.300000,CN,1873000
226,Asunción,Asuncion,-25.296400,-57.641500,PY,1870000
227,Saidu Sharif,Saidu Sharif,34.750000,72.350000,PK,1860310
228,Brisbane,Brisbane,-27.455000,153.035100,AU,1860000
229,Rawalpindi,Rawalpindi,33.600000,73.040000,PK,1858000
230,Sacramento,Sacramento,38.566700,-121.468300,US,1854698
231,Beirut,Beirut,33.872000,35.509700,LB,1846000
232,San Jose,San Jose,37.302100,-121.848900,US,1821899
233,Minsk,Minsk,53.900000,27.566600,BY,1805000
234,Kyōto,Kyoto,35.030000,135.750000,JP,1805000
235,Barranquilla,Barranquilla,10.960000,-74.800000,CO,1798000
236,Orlando,Orlando,28.477200,-81.336900,US,1776841
237,Shuyangzha,Shuyangzha,34.129900,118.773400,CN,1770000
238,Valencia,Valencia,10.230000,-67.980000,VE,1770000
239,Hamburg,Hamburg,53.550000,10.000000,DE,1757000
240,Vadodara,Vadodara,22.310000,73.180000,IN,1756000
241,Manaus,Manaus,-3.100000,-60.000000,BR,1753000
242,Shangqiu,Shangqiu,34.450400,115.650000,CN,1753000
243,Wuxi,Wuxi,31.580000,120.300000,CN,1749000
244,Palembang,Palembang,-2.980000,104.750000,ID,1749000
245,Brussels,Brussels,50.833300,4.333300,BE,1743000
246,Essen,Essen,51.450000,7.016600,DE,1742135
247,Cleveland,Cleveland,41.476700,-81.680500,US,1730363
248,Bhopal,Bhopal,23.250000,77.410000,IN,1727000
249,Hohhot,Hohhot,40.820000,111.660000,CN,1726000
250,Pittsburgh,Pittsburgh,40.439600,-79.976300,US,1715297
251,Luoyang,Luoyang,34.680000,112.470100,CN,1715000
252,Santos,Santos,-23.953700,-46.332900,BR,1709000
253,Jingling,Jingling,30.650100,113.160000,CN,1708000
254,Warsaw,Warsaw,52.250000,21.000000,PL,1707000
255,Rabat,Rabat,34.025300,-6.836100,MA,1705000
256,Vitória,Vitoria,-20.324000,-40.366000,BR,1704000
257,Quito,Quito,-0.215000,-78.500100,EC,1701000
258,Antananarivo,Antananarivo,-18.916600,47.516600,MG,1697000
259,Coimbatore,Coimbatore,11.000000,76.950000,IN,1696000
260,Daqing,Daqing,46.580000,125.000000,CN,1693000
261,Lu’an,Lu'an,31.750300,116.480000,CN,1690000
262,Sanzhou,Sanzhou,30.820000,108.400000,CN,1680000
263,Budapest,Budapest,47.500000,19.083300,HU,1679000
264,Turin,Turin,45.070400,7.670000,IT,1652000
265,Suzhou,Suzhou,31.300500,120.620000,CN,1650000
266,Ludhiāna,Ludhiana,30.927800,75.872300,IN,1649000
267,Cincinnati,Cincinnati,39.141200,-84.506000,US,1648254
268,Kumasi,Kumasi,6.690000,-1.630000,GH,1646000
269,Manhattan,Manhattan,40.783400,-73.966200,US,1643734
270,Qiqihar,Qiqihar,47.345000,123.990000,CN,1641000
271,Anshan,Anshan,41.115000,122.940000,CN,1639000
272,Austin,Austin,30.300600,-97.751700,US,1638716
273,Zhongli,Zhongli,24.965000,121.216800,TW,1632616
274,Handan,Handan,36.580000,114.480000,CN,1631000
275,Tai’an,Tai'an,36.200000,117.120100,CN,1629000
276,Eşfahān,Esfahan,32.700000,51.700000,IR,1628000
277,Kansas City,Kansas City,39.123900,-94.554100,US,1615621
278,Yaoundé,Yaounde,3.866700,11.516700,CM,1611000
279,Shantou,Shantou,23.370000,116.670000,CN,1601000
280,Āgra,Agra,27.170400,78.015000,IN,1592000
281,Zhanjiang,Zhanjiang,21.200000,110.380000,CN,1590000
282,La Paz,La Paz,-16.498000,-68.150000,BO,1590000
283,Kalyān,Kalyan,19.250200,73.160200,IN,1576614
284,Abuja,Abuja,9.083300,7.533300,NG,1576000
285,Harare,Harare,-17.817800,31.044700,ZW,1572000
286,Indianapolis,Indianapolis,39.777100,-86.145800,US,1564699
287,Xiantao,Xiantao,30.370400,113.440000,CN,1556000
288,Khulna,Khulna,22.840000,89.560000,BD,1553000
289,Weifang,Weifang,36.720400,119.100100,CN,1553000
290,Tijuana,Tijuana,32.500000,-117.080000,MX,1553000
291,Santiago,Santiago,19.500000,-70.670000,DO,1550753
292,Xinyang,Xinyang,32.130400,114.070000,CN,1541000
293,Luzhou,Luzhou,28.880000,105.380000,CN,1537000
294,Perth,Perth,-31.955000,115.840000,AU,1532000
295,Toluca,Toluca,19.330400,-99.670000,MX,1531000
296,Vishākhapatnam,Vishakhapatnam,17.730000,83.305000,IN,1529000
297,Leeds,Leeds,53.830000,-1.580000,GB,1529000
298,Kōbe,Kobe,34.680000,135.170000,JP,1528478
299,Columbus,Columbus,39.986000,-82.985100,US,1528314
300,Multan,Multan,30.200000,71.455000,PK,1522000
301,Kochi,Kochi,10.015000,76.223900,IN,1519000
302,Montevideo,Montevideo,-34.858000,-56.171100,UY,1513000
303,Gujranwala,Gujranwala,32.160400,74.185000,PK,1513000
304,Niterói,Niteroi,-22.900000,-43.100000,BR,1500513
305,Ganzhou,Ganzhou,25.920000,114.950000,CN,1500000
306,Florence,Florence,43.780000,11.250000,IT,1500000
307,Liuzhou,Liuzhou,24.280000,109.250000,CN,1497000
308,Bamako,Bamako,12.650000,-8.000000,ML,1494000
309,Conakry,Conakry,9.531500,-13.680200,GN,1494000
310,Bursa,Bursa,40.200000,29.070000,TR,1492000
311,León de los Aldama,Leon de los Aldama,21.150000,-101.700000,MX,1488000
312,Virginia Beach,Virginia Beach,36.733500,-76.043500,US,1480383
313,Nāsik,Nasik,20.000400,73.780000,IN,1473000
314,Fushun,Fushun,41.865400,123.870000,CN,1470000
315,Changde,Changde,29.030000,111.680000,CN,1469000
316,Daejeon,Daejeon,36.335500,127.425000,KR,1468000
317,Charlotte,Charlotte,35.207900,-80.830400,US,1467362
318,Phnom Penh,Phnom Penh,11.550000,104.916600,KH,1466000
319,Neijiang,Neijiang,29.580400,105.050000,CN,1466000
320,Quanzhou,Quanzhou,24.900000,118.580000,CN,1463000
321,Kharkiv,Kharkiv,50.000000,36.250000,UA,1461000
322,Hyderabad City,Hyderabad City,25.380000,68.375000,PK,1459000
323,Bronx,Bronx,40.850100,-73.866200,US,1455720
324,Lomé,Lome,6.131900,1.222800,TG,1452000
325,Córdoba,Cordoba,-31.400000,-64.182300,AR,1452000
326,Huainan,Huainan,32.630000,116.980000,CN,1451000
327,Doha,Doha,25.286600,51.533000,QA,1450000
328,Kuala Lumpur,Kuala Lumpur,3.166700,101.700000,MY,1448000
329,Maputo,Maputo,-25.955300,32.589200,MZ,1446000
330,Kaduna,Kaduna,10.520000,7.440000,NG,1442000
331,Gwangju,Gwangju,35.171000,126.910400,KR,1440000
332,Kawanakajima,Kawanakajima,35.530000,139.705000,JP,1437266
333,San Salvador,San Salvador,13.710000,-89.203000,SV,1433000
334,Suining,Suining,30.533300,105.533300,CN,1425000
335,Lyon,Lyon,45.770000,4.830000,FR,1423000
336,Karaj,Karaj,35.800400,50.970000,IR,1423000
337,Kampala,Kampala,0.316700,32.583300,UG,1420000
338,Tabrīz,Tabriz,38.086300,46.301200,IR,1413000
339,The Hague,The Hague,52.080000,4.270000,NL,1406000
340,Davao,Davao,7.110000,125.630000,PH,1402000
341,Marseille,Marseille,43.290000,5.375000,FR,1400000
342,Meerut,Meerut,29.000400,77.700000,IN,1398000
343,Mianyang,Mianyang,31.470000,104.770000,CN,1396000
344,Semarang,Semarang,-6.966600,110.420000,ID,1396000
345,Farīdābād,Faridabad,28.433300,77.316700,IN,1394000
346,Novosibirsk,Novosibirsk,55.030000,82.960000,RU,1389000
347,Mecca,Mecca,21.430000,39.820000,SA,1385000
348,Dubai,Dubai,25.230000,55.280000,AE,1379000
349,Milwaukee,Milwaukee,43.064200,-87.967300,US,1377808
350,Auckland,Auckland,-36.848100,174.763000,NZ,1377200
351,Ma’anshan,Ma'anshan,31.730400,118.480000,CN,1366302
352,Brazzaville,Brazzaville,-4.259200,15.284700,CG,1355000
353,Yiyang,Yiyang,28.600400,112.330000,CN,1352000
354,Vārānasi,Varanasi,25.330000,83.000000,IN,1352000
355,Lubumbashi,Lubumbashi,-11.680000,27.480000,CD,1352000
356,Juárez,Juarez,31.690400,-106.490000,MX,1343000
357,Ghāziābād,Ghaziabad,28.660400,77.408400,IN,1341000
358,Pretoria,Pretoria,-25.706900,28.229400,ZA,1338000
359,Heze,Heze,35.230000,115.450000,CN,1338000
360,Porto,Porto,41.150000,-8.620000,PT,1337000
361,Āsansol,Asansol,23.683300,86.983300,IN,1328000
362,Lusaka,Lusaka,-15.416600,28.283300,ZM,1328000
363,Changzhou,Changzhou,31.780000,119.970000,CN,1327000
364,Mosul,Mosul,36.345000,43.145000,IQ,1316000
365,Yekaterinburg,Yekaterinburg,56.850000,60.600000,RU,1313000
366,Peshawar,Peshawar,34.005000,71.535000,PK,1303000
367,Mandalay,Mandalay,21.970000,96.085000,MM,1300000
368,Jamshedpur,Jamshedpur,22.787500,86.197500,IN,1300000
369,Mbuji-Mayi,Mbuji-Mayi,-6.150000,23.600000,CD,1295000
370,Madura,Madura,9.920000,78.120000,IN,1294000
371,Adana,Adana,36.995000,35.320000,TR,1293000
372,Sheffield,Sheffield,53.366700,-1.500000,GB,1292900
373,Jabalpur,Jabalpur,23.175100,79.955100,IN,1285000
374,San José,San Jose,9.935000,-84.084100,CR,1284000
375,Panama City,Panama City,8.968000,-79.533000,PA,1281000
376,Nizhniy Novgorod,Nizhniy Novgorod,56.333000,44.000100,RU,1278000
377,Chifeng,Chifeng,42.270000,118.950000,CN,1277000
378,Duisburg,Duisburg,51.430000,6.750000,DE,1276757
379,Munich,Munich,48.129900,11.575000,DE,1275000
380,Huaiyin,Huaiyin,33.580000,119.030000,CN,1264000
381,Stockholm,Stockholm,59.350800,18.097300,SE,1264000
382,Makassar,Makassar,-5.140000,119.432000,ID,1262000
383,Rājkot,Rajkot,22.310000,70.800000,IN,1260000
384,Dhanbād,Dhanbad,23.800400,86.420000,IN,1246000
385,Mudanjiang,Mudanjiang,44.575000,129.590000,CN,1244000
386,Geneva,Geneva,46.210000,6.140000,CH,1240000
387,Shīrāz,Shiraz,29.630000,52.570000,IR,1240000
388,Huzhou,Huzhou,30.870400,120.100000,CN,1231000
389,Beidao,Beidao,34.600000,105.920000,CN,1225000
390,Shuangshui,Shuangshui,26.594400,104.833300,CN,1221000
391,Düsseldorf,Dusseldorf,51.220400,6.780000,DE,1220000
392,Gaozhou,Gaozhou,21.920400,110.870000,CN,1217715
393,Sevilla,Sevilla,37.405000,-5.980000,ES,1212045
394,Amritsar,Amritsar,31.640000,74.870000,IN,1212000
395,Vila Velha,Vila Velha,-20.367600,-40.318000,BR,1209091
396,Vila Velha,Vila Velha,3.216700,-51.216700,BR,1209091
397,Almaty,Almaty,43.325000,76.915000,KZ,1209000
398,Providence,Providence,41.823000,-71.418700,US,1206642
399,Warangal,Warangal,18.010000,79.580000,IN,1203853
400,Rosario,Rosario,-32.951100,-60.666300,AR,1203000
401,Allahābād,Allahabad,25.455000,81.840000,IN,1201000
402,Benin City,Benin City,6.340500,5.620000,NG,1190000
403,Jining,Jining,35.400400,116.550000,CN,1186000
404,Maceió,Maceio,-9.620000,-35.730000,BR,1186000
405,Sofia,Sofia,42.683300,23.316700,BG,1185000
406,Abbottabad,Abbottabad,34.149500,73.199500,PK,1183647
407,Benghazi,Benghazi,32.116700,20.066700,LY,1180000
408,Cilacap,Cilacap,-7.718800,109.015400,ID,1174964
409,Prague,Prague,50.083300,14.466000,CZ,1162000
410,Glasgow,Glasgow,55.874400,-4.250700,GB,1160000
411,Leshan,Leshan,29.567100,103.733300,CN,1157000
412,Jacksonville,Jacksonville,30.332200,-81.674900,US,1156291
413,Ouagadougou,Ouagadougou,12.370300,-1.524700,BF,1149000
414,Ottawa,Ottawa,45.416700,-75.700000,CA,1145000
415,Adelaide,Adelaide,-34.935000,138.600000,AU,1145000
416,Shangrao,Shangrao,28.470400,117.970000,CN,1144577
417,Torreón,Torreon,25.570100,-103.420000,MX,1144000
418,Srīnagar,Srinagar,34.100000,74.815000,IN,1140000
419,Bezwāda,Bezwada,16.520000,80.630000,IN,1137000
420,Samara,Samara,53.195000,50.151300,RU,1137000
421,Omsk,Omsk,54.990000,73.400000,RU,1135000
422,Newcastle,Newcastle,-32.845300,151.815000,AU,1134616
423,Yulin,Yulin,22.630000,110.150000,CN,1127000
424,Namp’o,Namp'o,38.766900,125.452400,KP,1127000
425,Xianyang,Xianyang,34.345600,108.714700,CN,1126000
426,Cagayan de Oro,Cagayan de Oro,8.450800,124.685300,PH,1121561
427,Cần Thơ,Can Tho,10.050000,105.770000,VN,1121000
428,Barquisimeto,Barquisimeto,10.050000,-69.300000,VE,1116000
429,Helsinki,Helsinki,60.175600,24.934100,FI,1115000
430,Kazan’,Kazan',55.749900,49.126300,RU,1115000
431,Aurangābād,Aurangabad,19.895700,75.320300,IN,1113000
432,Calgary,Calgary,51.083000,-114.080000,CA,1110000
433,Ciudad Nezahualcóyotl,Ciudad Nezahualcoyotl,19.410000,-99.030000,MX,1109363
434,Zürich,Zurich,47.380000,8.550000,CH,1108000
435,Baoding,Baoding,38.870400,115.480000,CN,1107000
436,Zigong,Zigong,29.400000,104.780000,CN,1105000
437,Sharjah,Sharjah,25.371400,55.406500,AE,1103027
438,Yerevan,Yerevan,40.181200,44.513600,AM,1102000
439,Mogadishu,Mogadishu,2.066700,45.366700,SO,1100000
440,Tbilisi,Tbilisi,41.725000,44.790800,GE,1100000
441,Ankang,Ankang,32.680000,109.020000,CN,1100000
442,Huambo,Huambo,-12.750000,15.760000,AO,1100000
443,Ikare,Ikare,7.530400,5.760000,NG,1099931
444,Belgrade,Belgrade,44.818600,20.468000,RS,1099000
445,Salt Lake City,Salt Lake City,40.777400,-111.930000,US,1098400
446,Bhilai,Bhilai,21.216700,81.433300,IN,1097000
447,Jinhua,Jinhua,29.120000,119.650000,CN,1092852
448,Chelyabinsk,Chelyabinsk,55.155000,61.438700,RU,1091000
449,Natal,Natal,-5.780000,-35.240000,BR,1088000
450,Dushanbe,Dushanbe,38.560000,68.773900,TJ,1086244
451,Copenhagen,Copenhagen,55.678600,12.563500,DK,1085000
452,Changwon,Changwon,35.219100,128.583600,KR,1081499
453,Zhuzhou,Zhuzhou,27.830000,113.150000,CN,1080000
454,Suwon,Suwon,37.257800,127.010900,KR,1078000
455,Nashville,Nashville,36.171500,-86.784300,US,1076645
456,Vereeniging,Vereeniging,-26.649600,27.960000,ZA,1074000
457,Xiangyang,Xiangyang,32.020000,112.130000,CN,1069000
458,Memphis,Memphis,35.104600,-89.977300,US,1068873
459,Ulsan,Ulsan,35.546700,129.317000,KR,1061000
460,Amman,Amman,31.950000,35.933300,JO,1060000
461,Mizhou,Mizhou,35.990000,119.380100,CN,1060000
462,Richmond,Richmond,37.529500,-77.475600,US,1059907
463,Dublin,Dublin,53.333100,-6.248900,IE,1059000
464,Edmonton,Edmonton,53.550000,-113.500000,CA,1058000
465,Solāpur,Solapur,17.670400,75.900000,IN,1057000
466,Rostov-na-Donu,Rostov-na-Donu,47.234600,39.712700,RU,1052000
467,Dnipro,Dnipro,48.480000,35.000000,UA,1050000
468,Xining,Xining,36.620000,101.770000,CN,1048000
469,Zhangjiakou,Zhangjiakou,40.830000,114.930000,CN,1046000
470,Lille,Lille,50.650000,3.080000,FR,1044000
471,Ranchi,Ranchi,23.370000,85.330000,IN,1044000
472,Gaziantep,Gaziantep,37.075000,37.385000,TR,1044000
473,Monrovia,Monrovia,6.310600,-10.804800,LR,1041000
474,São Luís,Sao Luis,-2.516000,-44.266000,BR,1038000
475,Amsterdam,Amsterdam,52.350000,4.916600,NL,1031000
476,Jerusalem,Jerusalem,31.778400,35.206600,IL,1029300
477,New Orleans,New Orleans,30.068700,-89.928800,US,1029123
478,Guatemala City,Guatemala City,14.621100,-90.527000,GT,1024000
479,Zhuhai,Zhuhai,22.276900,113.567800,CN,1023000
480,Florianópolis,Florianopolis,-27.580000,-48.520000,BR,1023000
481,Port Elizabeth,Port Elizabeth,-33.970000,25.600000,ZA,1021000
482,Jiamusi,Jiamusi,46.830000,130.350000,CN,1020000
483,Port Harcourt,Port Harcourt,4.810000,7.010000,NG,1020000
484,Raleigh,Raleigh,35.832400,-78.643800,US,1018336
485,Ufa,Ufa,54.790000,56.040000,RU,1018000
486,Hengyang,Hengyang,26.880000,112.590000,CN,1016000
487,Benxi,Benxi,41.330400,123.750000,CN,1012000
488,Louisville,Louisville,38.166300,-85.648500,US,1011696
489,Haifa,Haifa,32.820400,34.980000,IL,1011000
490,Medina,Medina,24.500000,39.580000,SA,1010000
491,Bucaramanga,Bucaramanga,7.130100,-73.125900,CO,1009000
492,Maracay,Maracay,10.246900,-67.595800,VE,1007000
493,Rotterdam,Rotterdam,51.920000,4.480000,NL,1005000
494,Homs,Homs,34.730000,36.720000,SY,1005000
495,Cologne,Cologne,50.930000,6.950000,DE,1004000
496,Qinhuangdao,Qinhuangdao,39.930400,119.620000,CN,1003000
497,Fès,Fes,34.054600,-5.000400,MA,1002000
498,N’Djamena,N'Djamena,12.113100,15.049100,TD,989000
499,Tegucigalpa,Tegucigalpa,14.102000,-87.217500,HN,946000
500,Kingston,Kingston,17.977100,-76.767400,JM,937700
501,Nay Pyi Taw,Nay Pyi Taw,19.766600,96.118600,MM,930000
502,Djibouti,Djibouti,11.595000,43.148000,DJ,923000
503,Managua,Managua,12.153000,-86.268500,NI,920000
504,Niamey,Niamey,13.516700,2.116700,NE,915000
505,Tirana,Tirana,41.327500,19.818900,AL,895350
506,Kathmandu,Kathmandu,27.716700,85.316600,NP,895000
507,Ulaanbaatar,Ulaanbaatar,47.916700,106.916600,MN,885000
508,Kigali,Kigali,-1.953600,30.060500,RW,860000
509,Bishkek,Bishkek,42.873100,74.585200,KG,837000
510,Oslo,Oslo,59.916700,10.750000,NO,835000
